Area Code,Area Code (M49),Area,Item Code,Item Code (SDG),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),6199,Value,2020,2020,1000 persons,436.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2015,2015,1000 persons,256.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2016,2016,1000 persons,230.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2017,2017,1000 persons,242.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2018,2018,1000 persons,245,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2019,2019,1000 persons,315.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61991,Confidence interval: Lower bound,2020,2020,1000 persons,386.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2015,2015,1000 persons,373.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2016,2016,1000 persons,340.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2017,2017,1000 persons,351.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2018,2018,1000 persons,356.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2019,2019,1000 persons,422.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24005,'AG_PRD_FIESMSN,2.1.2 Population in moderate or severe food insecurity (thousands of people),61992,Confidence interval: Upper bound,2020,2020,1000 persons,486,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2015,2015,1000 persons,139.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2016,2016,1000 persons,122.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2017,2017,1000 persons,115.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2018,2018,1000 persons,125.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2019,2019,1000 persons,148.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),6199,Value,2020,2020,1000 persons,182.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2015,2015,1000 persons,106.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2019,2019,1000 persons,118.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61991,Confidence interval: Lower bound,2020,2020,1000 persons,154.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2015,2015,1000 persons,171.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2016,2016,1000 persons,150.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2017,2017,1000 persons,140.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2018,2018,1000 persons,154.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2019,2019,1000 persons,179.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005F,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),61992,Confidence interval: Upper bound,2020,2020,1000 persons,211.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2015,2015,1000 persons,103.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2017,2017,1000 persons,122.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2018,2018,1000 persons,114.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2019,2019,1000 persons,143.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),6199,Value,2020,2020,1000 persons,163.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2015,2015,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2016,2016,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2017,2017,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2018,2018,1000 persons,<100,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2019,2019,1000 persons,116.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61991,Confidence interval: Lower bound,2020,2020,1000 persons,136,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2015,2015,1000 persons,130.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2016,2016,1000 persons,127.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2017,2017,1000 persons,153.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2018,2018,1000 persons,142.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2019,2019,1000 persons,171.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24005M,'AG_PRD_FIESMSN_,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),61992,Confidence interval: Upper bound,2020,2020,1000 persons,191,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2015,2015,%,15.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2016,2016,%,13.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2017,2017,%,14.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2018,2018,%,14.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2019,2019,%,17.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),6121,Value,2020,2020,%,20.9,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2015,2015,%,12.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2016,2016,%,11.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2017,2017,%,11.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2018,2018,%,11.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2019,2019,%,15.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61211,Confidence interval: Lower bound,2020,2020,%,18.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2015,2015,%,18,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2016,2016,%,16.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2017,2017,%,16.9,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2018,2018,%,17.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2019,2019,%,20.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
154,'807,North Macedonia,24002,'AG_PRD_FIESMS,2.1.2 Prevalence of moderate or severe food insecurity (%),61212,Confidence interval: Upper bound,2020,2020,%,23.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2015,2015,%,16,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2016,2016,%,14.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2017,2017,%,13.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2018,2018,%,14.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2019,2019,%,17,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),6121,Value,2020,2020,%,20.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2015,2015,%,12.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2016,2016,%,10.8,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2017,2017,%,10.4,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2018,2018,%,11.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2019,2019,%,13.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61211,Confidence interval: Lower bound,2020,2020,%,17.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2015,2015,%,19.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2016,2016,%,17.3,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2017,2017,%,16.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2018,2018,%,17.7,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2019,2019,%,20.5,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
154,'807,North Macedonia,24002F,'AG_PRD_FIESMS_F,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),61212,Confidence interval: Upper bound,2020,2020,%,24.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
154,'807,North Macedonia,24002M,'AG_PRD_FIESMS_M,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),6121,Value,2015,2015,%,12.1,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
154,'807,North Macedonia,24002M,'AG_PRD_FIESMS_M,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),6121,Value,2016,2016,%,11.6,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
154,'807,North Macedonia,24002M,'AG_PRD_FIESMS_M,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),6121,Value,2017,2017,%,14.2,A,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
