Area Code,Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Unit,Value,Flag,Note
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",13,Total,2020,2020,1000 persons,90.854000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2002,2002,1000 persons,80.321000,X,Data reference period: April
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2003,2003,1000 persons,71.789000,X,Data reference period: April
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2006,2006,1000 persons,63.031000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2007,2007,1000 persons,67.075000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2008,2008,1000 persons,72.243000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2009,2009,1000 persons,68.960000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2010,2010,1000 persons,66.762000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2011,2011,1000 persons,69.181000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2012,2012,1000 persons,66.107000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2013,2013,1000 persons,71.066000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2014,2014,1000 persons,75.408000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2015,2015,1000 persons,76.117000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2016,2016,1000 persons,74.678000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2017,2017,1000 persons,73.001000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2018,2018,1000 persons,72.301000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2019,2019,1000 persons,68.124000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",23,Male,2020,2020,1000 persons,58.047000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2002,2002,1000 persons,53.973000,X,Data reference period: April
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2003,2003,1000 persons,48.343000,X,Data reference period: April
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2006,2006,1000 persons,43.057000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2007,2007,1000 persons,37.987000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2008,2008,1000 persons,44.867000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2009,2009,1000 persons,43.236000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2010,2010,1000 persons,43.094000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2011,2011,1000 persons,47.080000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2012,2012,1000 persons,42.984000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2013,2013,1000 persons,52.275000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2014,2014,1000 persons,46.807000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2015,2015,1000 persons,48.306000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2016,2016,1000 persons,43.523000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2017,2017,1000 persons,43.037000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2018,2018,1000 persons,37.311000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2019,2019,1000 persons,38.938000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture by age, 15+",33,Female,2020,2020,1000 persons,32.807000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2006,2006,1000 persons,15.205000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2007,2007,1000 persons,12.944000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2008,2008,1000 persons,13.887000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2009,2009,1000 persons,14.397000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2010,2010,1000 persons,11.591000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2011,2011,1000 persons,14.587000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2012,2012,1000 persons,11.427000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2013,2013,1000 persons,11.857000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2014,2014,1000 persons,11.449000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2015,2015,1000 persons,11.620000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2016,2016,1000 persons,9.198000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2017,2017,1000 persons,8.414000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2018,2018,1000 persons,4.738000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2019,2019,1000 persons,5.450000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",13,Total,2020,2020,1000 persons,4.188000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2006,2006,1000 persons,9.337000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2007,2007,1000 persons,8.047000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2008,2008,1000 persons,8.663000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2009,2009,1000 persons,9.760000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2010,2010,1000 persons,7.317000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2011,2011,1000 persons,9.020000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2012,2012,1000 persons,6.625000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2013,2013,1000 persons,6.128000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2014,2014,1000 persons,6.443000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2015,2015,1000 persons,7.230000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2016,2016,1000 persons,6.023000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2017,2017,1000 persons,5.104000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2018,2018,1000 persons,3.530000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2019,2019,1000 persons,4.301000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",23,Male,2020,2020,1000 persons,3.060000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2006,2006,1000 persons,5.868000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2007,2007,1000 persons,4.897000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2008,2008,1000 persons,5.223000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2009,2009,1000 persons,4.637000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2010,2010,1000 persons,4.274000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2011,2011,1000 persons,5.567000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2012,2012,1000 persons,4.802000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2013,2013,1000 persons,5.729000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2014,2014,1000 persons,5.006000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2015,2015,1000 persons,4.391000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2016,2016,1000 persons,3.176000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2017,2017,1000 persons,3.311000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2018,2018,1000 persons,1.208000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2019,2019,1000 persons,1.150000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture by age, 15 to 24",33,Female,2020,2020,1000 persons,1.127000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2006,2006,1000 persons,70.436000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2007,2007,1000 persons,69.826000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2008,2008,1000 persons,77.888000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2009,2009,1000 persons,74.571000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2010,2010,1000 persons,74.604000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2011,2011,1000 persons,77.300000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2012,2012,1000 persons,71.012000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2013,2013,1000 persons,82.462000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2014,2014,1000 persons,85.728000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2015,2015,1000 persons,80.967000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2016,2016,1000 persons,77.638000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2017,2017,1000 persons,75.302000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2018,2018,1000 persons,70.861000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2019,2019,1000 persons,69.064000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",13,Total,2020,2020,1000 persons,57.647000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2006,2006,1000 persons,41.224000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2007,2007,1000 persons,44.937000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2008,2008,1000 persons,47.717000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2009,2009,1000 persons,44.484000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2010,2010,1000 persons,44.234000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2011,2011,1000 persons,44.865000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2012,2012,1000 persons,42.253000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2013,2013,1000 persons,47.214000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2014,2014,1000 persons,52.225000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2015,2015,1000 persons,48.411000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2016,2016,1000 persons,47.622000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2017,2017,1000 persons,45.493000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2018,2018,1000 persons,45.711000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2019,2019,1000 persons,42.892000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",23,Male,2020,2020,1000 persons,35.204000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2006,2006,1000 persons,29.211000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2007,2007,1000 persons,24.889000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2008,2008,1000 persons,30.171000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2009,2009,1000 persons,30.087000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2010,2010,1000 persons,30.370000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2011,2011,1000 persons,32.436000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2012,2012,1000 persons,28.759000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2013,2013,1000 persons,35.248000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2014,2014,1000 persons,33.504000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2015,2015,1000 persons,32.557000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2016,2016,1000 persons,30.017000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2017,2017,1000 persons,29.809000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2018,2018,1000 persons,25.150000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2019,2019,1000 persons,26.172000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture by age, 25 to 54",33,Female,2020,2020,1000 persons,22.443000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2006,2006,1000 persons,14.404000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2007,2007,1000 persons,16.237000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2008,2008,1000 persons,19.208000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2009,2009,1000 persons,17.359000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2010,2010,1000 persons,17.689000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2011,2011,1000 persons,19.073000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2012,2012,1000 persons,20.847000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2013,2013,1000 persons,24.069000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2014,2014,1000 persons,21.062000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2015,2015,1000 persons,24.409000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2016,2016,1000 persons,24.273000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2017,2017,1000 persons,27.115000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2018,2018,1000 persons,26.086000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2019,2019,1000 persons,25.715000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",13,Total,2020,2020,1000 persons,21.458000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2006,2006,1000 persons,8.580000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2007,2007,1000 persons,10.310000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2008,2008,1000 persons,11.761000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2009,2009,1000 persons,10.856000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2010,2010,1000 persons,11.447000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2011,2011,1000 persons,12.279000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2012,2012,1000 persons,13.745000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2013,2013,1000 persons,14.735000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2014,2014,1000 persons,14.061000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2015,2015,1000 persons,16.058000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2016,2016,1000 persons,16.801000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2017,2017,1000 persons,19.044000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2018,2018,1000 persons,17.562000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2019,2019,1000 persons,16.795000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",23,Male,2020,2020,1000 persons,14.402000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",33,Female,2006,2006,1000 persons,5.824000,X,Break in series Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",33,Female,2007,2007,1000 persons,5.928000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",33,Female,2008,2008,1000 persons,7.447000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",33,Female,2009,2009,1000 persons,6.503000,X,Repository: ILO-STATISTICS - Micro data processing
154,North Macedonia,3023,Labour force survey,21090,"Employment in agriculture by age, 55 to 64",33,Female,2010,2010,1000 persons,6.242000,X,Repository: ILO-STATISTICS - Micro data processing
