Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,23320.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,14072.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,54680.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,37290.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,18970.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,16715.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,20922.100000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,28231.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,26769.800000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,27692.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,20967.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,21213.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,21232.700000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,24452.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,22253.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,24083.900000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,35310.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,236.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,206.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,166.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,184.800000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,157.600000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,170.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,144.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,225.100000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,223.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,256.800000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,209.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,245.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,756.900000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,473.200000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,288.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,1222.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,890.700000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,430.200000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,359.600000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,473.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,589.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,577.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,596.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,377.500000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,380.600000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,388.400000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,469.300000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,405.000000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,444.800000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2021,2021,7021,Annual value,USD,677.700000,A
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,5.170000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.610000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,30.910000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,30.050000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,27.050000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,36.490000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,33.750000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,55.000000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,63.240000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,75.010000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,57.880000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,57.150000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,160.580000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,100.120000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,60.420000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,234.770000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,160.100000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,81.450000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,71.770000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,89.830000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,121.210000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,114.940000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,118.900000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,90.020000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,91.080000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,91.160000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,104.990000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,95.550000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,103.400000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,151.600000,I
154,'807,North Macedonia,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,154.420000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,3.080000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,11.730000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,44.420000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,57.730000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,58.440000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,49.180000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,47.710000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,46.990000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,41.290000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,44.310000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,50.080000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,63.210000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,68.170000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,62.930000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,64.040000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,75.570000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,93.960000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,78.640000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,88.760000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,89.840000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,96.760000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,108.950000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,112.630000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,93.610000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,93.760000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,98.470000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,106.890000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,109.210000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,111.920000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,114.370000,I
154,'807,North Macedonia,195,'01706,"Cow peas, dry",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,116.810000,I
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,1181.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,5600.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,14000.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,10900.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,7100.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,5800.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,15740.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,15660.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,12800.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,16790.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,14970.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,15760.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,19120.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,21730.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,21000.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,26200.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,27500.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,27500.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,37096.500000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,35079.400000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,27779.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,29405.800000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,28726.500000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,31665.200000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,28340.900000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,30407.300000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,31401.200000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,28158.100000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,28729.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,25660.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,1181.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,5600.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,14000.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,10900.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,7100.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,5800.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,15740.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,15660.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,12800.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,16790.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,14970.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,15760.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,19120.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,21730.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,21000.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,26200.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,27500.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,27500.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,37096.500000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,35079.400000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,27779.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,29405.800000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,28726.500000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,31665.200000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,28340.900000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,30407.300000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,31401.200000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,28158.100000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,28729.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,25660.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,232.000000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,240.800000,A
154,'807,North Macedonia,397,'01232,Cucumbers and gherkins,5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,323.600000,A
