Area Code,Area Code (M49),Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2014,2014,%,18.500000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2015,2015,%,17.500000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2016,2016,%,15.800000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2017,2017,%,15.900000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2018,2018,%,14.800000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2019,2019,%,13.100000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2020,2020,%,10.300000,X,
154,'807,North Macedonia,3043,ILO - ILO Modelled Estimates,21156,"Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates",3,Female,6121,Value,2021,2021,%,8.500000,X,
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2002,2002,1000 persons,134.290000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2003,2003,1000 persons,120.130000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2004,2004,1000 persons,88.080000,X,
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2005,2005,1000 persons,106.500000,X,
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2006,2006,1000 persons,106.090000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2007,2007,1000 persons,105.060000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2008,2008,1000 persons,117.110000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2009,2009,1000 persons,112.200000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2010,2010,1000 persons,109.860000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2011,2011,1000 persons,116.260000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2012,2012,1000 persons,109.090000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2013,2013,1000 persons,123.340000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2014,2014,1000 persons,122.220000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2015,2015,1000 persons,124.420000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2016,2016,1000 persons,118.200000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2017,2017,1000 persons,116.040000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2018,2018,1000 persons,109.610000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2019,2019,1000 persons,107.060000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",1,Total,6199,Value,2020,2020,1000 persons,91.360000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2002,2002,1000 persons,80.320000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2003,2003,1000 persons,71.790000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2006,2006,1000 persons,63.030000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2007,2007,1000 persons,67.080000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2008,2008,1000 persons,72.240000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2009,2009,1000 persons,68.960000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2010,2010,1000 persons,66.760000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2011,2011,1000 persons,69.180000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2012,2012,1000 persons,66.110000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2013,2013,1000 persons,71.070000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2014,2014,1000 persons,75.410000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2015,2015,1000 persons,76.120000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2016,2016,1000 persons,74.680000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2017,2017,1000 persons,73.000000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2018,2018,1000 persons,72.300000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2019,2019,1000 persons,68.120000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",2,Male,6199,Value,2020,2020,1000 persons,58.290000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2002,2002,1000 persons,53.970000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2003,2003,1000 persons,48.340000,X,Data reference period: April
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2006,2006,1000 persons,43.060000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2007,2007,1000 persons,37.990000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2008,2008,1000 persons,44.870000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2009,2009,1000 persons,43.240000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2010,2010,1000 persons,43.090000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2011,2011,1000 persons,47.080000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2012,2012,1000 persons,42.980000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2013,2013,1000 persons,52.270000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2014,2014,1000 persons,46.810000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2015,2015,1000 persons,48.310000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2016,2016,1000 persons,43.520000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2017,2017,1000 persons,43.040000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2018,2018,1000 persons,37.310000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2019,2019,1000 persons,38.940000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21066,"Employment in agriculture, forestry and fishing by age, total (15+)",3,Female,6199,Value,2020,2020,1000 persons,33.070000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2006,2006,1000 persons,15.210000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2007,2007,1000 persons,12.940000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2008,2008,1000 persons,13.890000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2009,2009,1000 persons,14.400000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2010,2010,1000 persons,11.590000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2011,2011,1000 persons,14.590000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2012,2012,1000 persons,11.430000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2013,2013,1000 persons,11.860000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2014,2014,1000 persons,11.450000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2015,2015,1000 persons,11.620000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2016,2016,1000 persons,9.200000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2017,2017,1000 persons,8.410000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2018,2018,1000 persons,4.740000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2019,2019,1000 persons,5.450000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",1,Total,6199,Value,2020,2020,1000 persons,4.190000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2006,2006,1000 persons,9.340000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2007,2007,1000 persons,8.050000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2008,2008,1000 persons,8.660000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2009,2009,1000 persons,9.760000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2010,2010,1000 persons,7.320000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2011,2011,1000 persons,9.020000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2012,2012,1000 persons,6.630000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2013,2013,1000 persons,6.130000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2014,2014,1000 persons,6.440000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2015,2015,1000 persons,7.230000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2016,2016,1000 persons,6.020000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2017,2017,1000 persons,5.100000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2018,2018,1000 persons,3.530000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2019,2019,1000 persons,4.300000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",2,Male,6199,Value,2020,2020,1000 persons,3.060000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2006,2006,1000 persons,5.870000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2007,2007,1000 persons,4.900000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2008,2008,1000 persons,5.220000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2009,2009,1000 persons,4.640000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2010,2010,1000 persons,4.270000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2011,2011,1000 persons,5.570000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2012,2012,1000 persons,4.800000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2013,2013,1000 persons,5.730000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2014,2014,1000 persons,5.010000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2015,2015,1000 persons,4.390000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2016,2016,1000 persons,3.180000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2017,2017,1000 persons,3.310000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2018,2018,1000 persons,1.210000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2019,2019,1000 persons,1.150000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21088,"Employment in agriculture, forestry and fishing by age, 15 to 24",3,Female,6199,Value,2020,2020,1000 persons,1.130000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2006,2006,1000 persons,70.440000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2007,2007,1000 persons,69.830000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2008,2008,1000 persons,77.890000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2009,2009,1000 persons,74.570000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2010,2010,1000 persons,74.600000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2011,2011,1000 persons,77.300000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2012,2012,1000 persons,71.010000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2013,2013,1000 persons,82.460000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2014,2014,1000 persons,85.730000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2015,2015,1000 persons,80.970000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2016,2016,1000 persons,77.640000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2017,2017,1000 persons,75.300000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2018,2018,1000 persons,70.860000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2019,2019,1000 persons,69.060000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",1,Total,6199,Value,2020,2020,1000 persons,57.950000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2006,2006,1000 persons,41.220000,X,Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2007,2007,1000 persons,44.940000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2008,2008,1000 persons,47.720000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2009,2009,1000 persons,44.480000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2010,2010,1000 persons,44.230000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2011,2011,1000 persons,44.870000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2012,2012,1000 persons,42.250000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2013,2013,1000 persons,47.210000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2014,2014,1000 persons,52.230000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2015,2015,1000 persons,48.410000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2016,2016,1000 persons,47.620000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2017,2017,1000 persons,45.490000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2018,2018,1000 persons,45.710000,X,Repository: ILO-STATISTICS - Micro data processing
154,'807,North Macedonia,3023,Labour force survey,21089,"Employment in agriculture, forestry and fishing by age, 25 to 54",2,Male,6199,Value,2019,2019,1000 persons,42.890000,X,Repository: ILO-STATISTICS - Micro data processing
