Area Code,Area Code (M49),Area,Months Code,Months,Element Code,Element,Year Code,Year,Unit,Value,Flag
154,'807,North Macedonia,7006,June,7271,Temperature change,2019,2019,°C,2.930000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2020,2020,°C,0.512000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2021,2021,°C,1.567000,E
154,'807,North Macedonia,7006,June,7271,Temperature change,2022,2022,°C,2.939000,E
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7006,June,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7007,July,7271,Temperature change,1992,1992,°C,-0.642000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1993,1993,°C,0.367000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1994,1994,°C,1.153000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1995,1995,°C,0.947000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1996,1996,°C,0.290000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1997,1997,°C,0.363000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1998,1998,°C,1.553000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,1999,1999,°C,0.941000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2000,2000,°C,1.623000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2001,2001,°C,1.881000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2002,2002,°C,1.697000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2003,2003,°C,1.577000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2004,2004,°C,0.714000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2005,2005,°C,1.046000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2006,2006,°C,0.617000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2007,2007,°C,3.197000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2008,2008,°C,1.180000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2009,2009,°C,1.350000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2010,2010,°C,1.177000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2011,2011,°C,1.507000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2012,2012,°C,4.021000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2013,2013,°C,0.890000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2014,2014,°C,0.439000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2015,2015,°C,2.939000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2016,2016,°C,1.925000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2017,2017,°C,2.316000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2018,2018,°C,1.247000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2019,2019,°C,1.357000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2020,2020,°C,1.448000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2021,2021,°C,3.178000,E
154,'807,North Macedonia,7007,July,7271,Temperature change,2022,2022,°C,2.262000,E
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7007,July,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7008,August,7271,Temperature change,1992,1992,°C,2.708000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1993,1993,°C,1.693000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1994,1994,°C,1.914000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1995,1995,°C,-0.780000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1996,1996,°C,0.590000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1997,1997,°C,-1.062000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1998,1998,°C,2.198000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,1999,1999,°C,1.859000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2000,2000,°C,1.869000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2001,2001,°C,2.425000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2002,2002,°C,-0.136000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2003,2003,°C,2.683000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2004,2004,°C,0.267000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2005,2005,°C,0.068000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2006,2006,°C,0.893000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2007,2007,°C,2.079000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2008,2008,°C,2.530000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2009,2009,°C,1.306000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2010,2010,°C,2.851000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2011,2011,°C,1.931000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2012,2012,°C,2.823000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2013,2013,°C,2.445000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2014,2014,°C,1.442000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2015,2015,°C,2.195000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2016,2016,°C,1.099000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2017,2017,°C,2.526000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2018,2018,°C,1.843000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2019,2019,°C,2.855000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2020,2020,°C,1.554000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2021,2021,°C,2.881000,E
154,'807,North Macedonia,7008,August,7271,Temperature change,2022,2022,°C,1.574000,E
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7008,August,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7009,September,7271,Temperature change,1992,1992,°C,0.178000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1993,1993,°C,0.547000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1994,1994,°C,3.618000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1995,1995,°C,-0.830000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1996,1996,°C,-2.316000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1997,1997,°C,-0.699000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1998,1998,°C,-0.366000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,1999,1999,°C,1.489000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2000,2000,°C,0.500000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2001,2001,°C,0.668000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2002,2002,°C,-1.132000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2003,2003,°C,-0.409000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2004,2004,°C,0.439000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2005,2005,°C,0.817000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2006,2006,°C,0.719000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2007,2007,°C,-0.624000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2008,2008,°C,-0.384000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2009,2009,°C,1.005000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2010,2010,°C,0.520000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2011,2011,°C,3.510000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2012,2012,°C,2.649000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2013,2013,°C,0.527000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2014,2014,°C,0.213000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2015,2015,°C,2.550000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2016,2016,°C,0.563000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2017,2017,°C,1.259000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2018,2018,°C,1.724000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2019,2019,°C,2.320000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2020,2020,°C,2.835000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2021,2021,°C,0.664000,E
154,'807,North Macedonia,7009,September,7271,Temperature change,2022,2022,°C,0.610000,E
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7009,September,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7010,October,7271,Temperature change,1992,1992,°C,1.949000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1993,1993,°C,2.727000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1994,1994,°C,1.066000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1995,1995,°C,-0.237000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1996,1996,°C,-0.881000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1997,1997,°C,-2.017000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1998,1998,°C,1.043000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,1999,1999,°C,1.583000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2000,2000,°C,1.249000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2001,2001,°C,2.878000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2002,2002,°C,0.260000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2003,2003,°C,0.225000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2004,2004,°C,2.581000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2005,2005,°C,0.131000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2006,2006,°C,1.787000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2007,2007,°C,0.319000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2008,2008,°C,1.314000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2009,2009,°C,0.615000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2010,2010,°C,-1.057000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2011,2011,°C,-0.793000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2012,2012,°C,3.076000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2013,2013,°C,1.598000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2014,2014,°C,0.723000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2015,2015,°C,1.194000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2016,2016,°C,0.628000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2017,2017,°C,0.810000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2018,2018,°C,2.340000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2019,2019,°C,3.194000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2020,2020,°C,1.854000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2021,2021,°C,-0.971000,E
154,'807,North Macedonia,7010,October,7271,Temperature change,2022,2022,°C,1.768000,E
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2017,2017,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2018,2018,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2019,2019,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2020,2020,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2021,2021,°C,,M
154,'807,North Macedonia,7010,October,6078,Standard Deviation,2022,2022,°C,,M
154,'807,North Macedonia,7011,November,7271,Temperature change,1992,1992,°C,0.404000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1993,1993,°C,-2.442000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1994,1994,°C,-0.205000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1995,1995,°C,-3.345000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1996,1996,°C,1.013000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1997,1997,°C,0.045000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1998,1998,°C,-1.472000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,1999,1999,°C,-0.228000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2000,2000,°C,3.138000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2001,2001,°C,-1.111000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2002,2002,°C,1.104000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2003,2003,°C,1.162000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2004,2004,°C,-0.212000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2005,2005,°C,-1.416000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2006,2006,°C,-0.863000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2007,2007,°C,-1.849000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2008,2008,°C,1.077000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2009,2009,°C,1.297000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2010,2010,°C,3.707000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2011,2011,°C,-1.951000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2012,2012,°C,2.446000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2013,2013,°C,2.037000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2014,2014,°C,1.454000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2015,2015,°C,2.363000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2016,2016,°C,0.032000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2017,2017,°C,0.085000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2018,2018,°C,1.458000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2019,2019,°C,4.082000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2020,2020,°C,0.593000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2021,2021,°C,1.695000,E
154,'807,North Macedonia,7011,November,7271,Temperature change,2022,2022,°C,2.281000,E
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1992,1992,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1993,1993,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1994,1994,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1995,1995,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1996,1996,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1997,1997,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1998,1998,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,1999,1999,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2000,2000,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2001,2001,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2002,2002,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2003,2003,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2004,2004,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2005,2005,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2006,2006,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2007,2007,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2008,2008,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2009,2009,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2010,2010,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2011,2011,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2012,2012,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2013,2013,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2014,2014,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2015,2015,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2016,2016,°C,,M
154,'807,North Macedonia,7011,November,6078,Standard Deviation,2017,2017,°C,,M
